timestamp;electricityDemand;spaceHeatingDemand;domesticHotWaterDemand
2011-01-01 00:00:00;4.899;0.0;1.525
2011-01-01 01:00:00;4.899;0.0;1.6840000000000002
2011-01-01 02:00:00;4.899;0.0;1.236
2011-01-01 03:00:00;4.899;0.0;1.092
2011-01-01 04:00:00;4.899;0.0;1.092
2011-01-01 05:00:00;7.398;0.0;2.019
2011-01-01 06:00:00;22.863000000000003;20.97;5.061
2011-01-01 07:00:00;7.642;33.909;8.544
2011-01-01 08:00:00;5.146;36.36;13.694
2011-01-01 09:00:00;5.146;34.176;13.508
2011-01-01 10:00:00;5.145;32.01;12.218
2011-01-01 11:00:00;5.146;30.574;13.139000000000001
2011-01-01 12:00:00;22.866;9.852;13.319
2011-01-01 13:00:00;7.643;22.896;10.557
2011-01-01 14:00:00;5.144;26.074;8.535
2011-01-01 15:00:00;5.143;25.283;6.7010000000000005
2011-01-01 16:00:00;5.144;25.583000000000002;8.538
2011-01-01 17:00:00;7.643;22.156999999999996;10.936
2011-01-01 18:00:00;22.866;7.457999999999999;14.989
2011-01-01 19:00:00;28.094;2.44;11.857999999999999
2011-01-01 20:00:00;7.641;21.728;6.71
2011-01-01 21:00:00;7.399;0.0;6.547000000000001
2011-01-01 22:00:00;7.399;0.0;5.263
2011-01-01 23:00:00;4.9;0.0;3.262
2011-01-02 00:00:00;4.9;0.0;2.012
2011-01-02 01:00:00;4.899;0.0;1.65
2011-01-02 02:00:00;4.899;0.0;1.314
2011-01-02 03:00:00;4.899;0.0;1.0759999999999998
2011-01-02 04:00:00;4.899;0.0;1.0759999999999998
2011-01-02 05:00:00;7.397;0.0;1.315
2011-01-02 06:00:00;22.862;29.276;3.384
2011-01-02 07:00:00;7.641;41.698;6.819
2011-01-02 08:00:00;5.145;43.729;10.892000000000001
2011-01-02 09:00:00;5.146;38.02;14.333
2011-01-02 10:00:00;5.147;36.104;15.759
2011-01-02 11:00:00;5.147;34.41;16.575
2011-01-02 12:00:00;22.866;13.905999999999999;14.33
2011-01-02 13:00:00;7.644;26.879;12.292
2011-01-02 14:00:00;5.144;29.916999999999998;9.645
2011-01-02 15:00:00;5.144;28.814;8.424
2011-01-02 16:00:00;5.143;28.419;4.979
2011-01-02 17:00:00;7.642;23.619;9.24
2011-01-02 18:00:00;22.865;14.040999999999999;12.123
2011-01-02 19:00:00;28.094;8.863999999999999;12.940999999999999
2011-01-02 20:00:00;7.641;28.430999999999997;6.824
2011-01-02 21:00:00;7.399;0.0;6.221
2011-01-02 22:00:00;7.399;0.0;5.816
2011-01-02 23:00:00;4.9;0.0;3.194
2011-01-03 00:00:00;4.899;0.0;1.5430000000000001
2011-01-03 01:00:00;4.899;0.0;1.063
2011-01-03 02:00:00;4.899;0.0;1.564
2011-01-03 03:00:00;4.899;0.0;1.5659999999999998
2011-01-03 04:00:00;4.899;0.0;1.1059999999999999
2011-01-03 05:00:00;7.399;0.0;5.862
2011-01-03 06:00:00;22.866;35.548;15.136
2011-01-03 07:00:00;9.065;46.178999999999995;13.09
2011-01-03 08:00:00;12.017000000000001;43.702;12.35
2011-01-03 09:00:00;14.857999999999999;38.266999999999996;11.232999999999999
2011-01-03 10:00:00;17.467;34.289;10.306
2011-01-03 11:00:00;14.857999999999999;34.196;9.191
2011-01-03 12:00:00;27.127;21.688000000000002;11.05
2011-01-03 13:00:00;14.515;31.432;10.677999999999999
